0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
C10orf99	TXN	CDKN3	ARHGDIA	SPINK4	ATP5F1B	MGST3	ANXA4	PDLIM5	ACVRL1	MT1F	PKP2	NEBL	NUDT8	MT1H	SPPL2A	MALT1	TST
TCF7L2	SLC22A18	NEBL	FABP5	TNFRSF21	SEMA5A	PARM1	C1orf21	LINC02023	MYBL2	AC103702.2	GPX2	SH3KBP1	ARHGDIA	STK17A	PDLIM5	FABP5	CCDC107
ATP5F1B	GMDS	CES2	TLE4	CERS6	RASSF6	PDLIM5	MYH14	LDHA	KRAS	NDUFAF2	ITGB3BP	CNN3	MT1H	AREG	DYNLL1	GMNN	MEIS1
NEBL	SPINK5	SNHG19	COLCA1	SLC39A11	TOMM40	IDI1	ZWINT	DHCR24	IDI1	MRPL1	RBM28	NFKBIZ	ACVRL1	TNFRSF1A	ACVRL1	PPARG	MSLN
PARM1	COMTD1	MIER1	COMTD1	RAP1GAP	TLE4	SPINK4	PDLIM5	MEIS1	EIF3D	ANXA3	MAOA	KIF20B	CPEB4	HSPE1	CES2	GPA33	FLNB
PKIB	NEURL1	NUSAP1	NFKBIA	KIAA1324	IL18	CDK1	CAPZA1	ABLIM1	ANXA4	FUT8	SNORC	LGALS2	CHDH	PDLIM5	VSIG2	TCF7L2	ABHD2
MT1F	SEC31A	CDK6	PRR5L	ZFP36L1	C15orf48	MKI67	PLSCR1	COMTD1	RAB11FIP1	SRM	ARHGEF40	MGST3	COTL1	VSIG2	SNORC	ACER3	ABLIM1
ABCC3	LINC02023	TACC3	TXN	CA8	ATP1B3	ZFP36L1	EXPH5	CST3	C1orf21	MYL12B	RABAC1	FLNB	GPX2	ALDOB	PARM1	HMGCR	SLC4A4
TSC22D2	CYBA	TYMS	ATP5F1B	FAM13A	TPRKB	POLQ	DYNLL1	SLC38A1	PREP	GMNN	MT1F	GPA33	DYNLL1	C10orf99	PAPSS2	GPX2	ARHGDIA
C1orf21	CCDC107	MGST3	RACK1	MYRIP	FABP5	ABLIM1	RAB11FIP1	AC069277.1	BRCA1	YME1L1	MALAT1	TXN	PLSCR1	CDCA7	FAM126B	RNF43	GMNN
MT1H	LGALS2	MED13	NDUFAF2	HEPACAM2	RAB11FIP1	EXPH5	ETHE1	NDUFAF2	MT1F	COTL1	COTL1	PPP3CA	ARHGEF40	HEPH	MT1H	LIPH	PKIB
ACER3	ABLIM1	MYBL2	PKIB	LRIG1	PKIB	ADH1C	GPA33	ARHGDIA	MTUS1	NFKBIZ	SNHG18	FANCI	TMPRSS2	TSPAN1	ALDH1A1	RBM28	TOX
ARHGDIA	TPRKB	CIT	ITGB3BP	HPCAL1	MUC4	MYRIP	MIER1	HMGCR	GPA33	FRYL	SLC38A1	SMC2	SRM	CCDC107	C1orf21	TMPRSS2	MEP1A
C15orf48	SLC9A3	KIF20B	MT1F	NFKBIA	NUDT8	C1orf21	SEMA5A	MUC13	ANPEP	MUC4	PRR13	LETM1	ARPC2	CD24	FUT8	MUC13	GDF15
MYH14	ANXA4	RAB11FIP1	ACER3	CAPZA1	PLSCR1	CDK6	TSPAN8	BMP2K	ABHD2	USO1	TPRKB	NUDT8	RACK1	HSPA8	GPA33	MYRIP	MBOAT2
PRR5L	CD63	PRSS3	TPRKB	GPA33	ACVRL1	ABCC3	MTUS1	YME1L1	CERS6	PKP2	AC103702.2	CDKN3	TXN	EXPH5	SULT1B1	AP1G1	HPGD
DYNLL1	LYPD8	NEDD4L	SQOR	TPRKB	TMPRSS2	FAM13A	MGST3	AOC1	HSPE1	RCC2	SEC31A	TCF7L2	GMDS	EPHB2	RAB11FIP1	COBL	PARM1
ITGA3	ABCC3	SNTB1	CYBA	SI	ANPEP	FANCI	C10orf99	TSPAN8	CRYL1	MGAT5	CBX3	EXPH5	SPPL2A	NXPE4	TSPAN1	GOLPH3	AKR1C3
IDI1	MUC13	ANXA4	TMEM54	PPARG	NXPE4	TXN	FABP5	MED13	MIER1	ABLIM1	LBR	ABCC3	LRPPRC	TMPRSS2	AAK1	ABCC3	PHLDA2
EPHB2	ACER3	NXPE4	MUC4	LINC02023	GOLM1	DYNLL1	ATP5F1B	ATP1B3	EXPH5	FBXO33	PSMD1	PHLDA2	HEPH	FABP5	PREP	CAPZA1	AOC1
GDF15	RPS6	ZFP36L1	PREP	MLPH	SLC4A4	CENPF	TXN	ABHD2	PPARG	ATF3	PEMT	CDC25C	C1orf21	MIER1	ZFP36L1	TJP3	CXCL8
ALDH1A1	RABAC1	FAM13A	IDI1	CADPS	PHLDA2	GPA33	PREP	AREG	ELOVL6	SERTAD3	EPS8	CD63	KCNK1	MT1F	TXN	MT1F	HMGCR
GPA33	CERS6	SEC31A	TSC22D2	SEC24D	NCL	EPHB2	NT5C3A	FTH1	YME1L1	OSBPL8	CALR	CDCA8	CERS6	NOS2	HEPH	LGALS4	CEACAM6
PREP	ABHD2	PLSCR1	SPPL2A	KLK4	MIER1	NFKBIZ	KIF20B	LINC02086	AOC1	ZFP36L1	DEPTOR	CRYL1	PRR5L	FLNB	KRAS	SRM	CEACAM7
CAPZA1	STK17A	NBPF14	PLSCR4	RPS6	ARHGDIA	MYH14	ZFP36L1	RPS6	CENPH	TSC22D2	IDH2	PREP	ACOX1	CRYL1	PPP3CA	ARFGAP3	SEC31A
FNIP2	MTUS1	CD63	DYNLL1	PLS1	GPA33	SPPL2A	ADH1C	FAM126B	SEC31A	GSE1	HAUS1	CBX5	CAPZA1	KRAS	SMIM31	MYL12B	CST3
MUC4	GPRC5A	TMPRSS2	ESF1	RASSF6	SPPL2A	MYBL2	KRAS	TCF7L2	MGST3	VSNL1	ECI1	PPARG	ELOVL6	TXN	MGST3	EIF3D	ALDOB
GRN	AC008397.1	GPX2	CES2	NEBL	B4GALNT2	B4GALNT2	MT1F	TPRKB	NEBL	MALAT1	TXNIP	ABLIM1	CAPN8	SCIN	TLE4	SLC39A11	SAMHD1
MED13	VSIG2	RNF43	HMGCS2	CREB3L1	SEC31A	CST3	MED13	LYPD8	TOMM40	ZFP36L2	NOSIP	GDF15	TSPAN1	MGST3	TPRKB	ATP5MC1	VILL
DACH1	GPX2	EXPH5	MGST3	EHD4	TXNIP	CDH17	ARPC2	TSPAN1	GOLPH3	RYBP	CBX5	MED13	ABLIM1	CBX5	MOGAT2	ACOX1	DST
SEC31A	ALDH1A1	TUBA1C	ETS2	MT1F	FBXO33	MED13	LETM1	SNORC	PKP2	MED13	CC2D1A	LINC02086	ABHD2	CD63	ZNRF3	TSPAN8	CNN3
TPRKB	ZFP36L1	ZFP36L2	MIER1	ATP8A1	PRR13	MIER1	GDF15	SLC9A3R1	FUT8	EPB41L2	DDX46	NUF2	RABAC1	B4GALNT2	RCC2	LSMEM1	STK17A
TNFRSF1A	MIR22HG	RAD51AP1	GPRC5A	MIR22HG	CKLF	ARHGEF40	TJP3	DEPTOR	ZFP36L1	CAPZA1	EIF3D	MTUS1	TICAM1	NDUFAF2	ACER3	HMGCS1	FAM126B
SPPL2A	SNHG18	TJP3	SEC31A	CBFA2T2	ANXA4	LINC00261	DHCR24	C4BPB	MUC4	SNHG18	USO1	HEPH	SEC31A	DYNLL1	GOLPH3	SPPL2A	SLC9A3R1
ELOVL6	PDLIM5	NFKBIZ	C10orf99	HMGCS1	DYNLL1	KIFC1	ARHGAP11A	BEST4	TSC22D2	PIM3	NUPR1	MIER1	MYH14	GPX2	CST3	ANXA4	ABCC3
SEMA5A	OSBPL8	NDUFAF2	YME1L1	MBOAT2	PARM1	BRCA1	ARHGDIA	PARM1	TSPAN8	AKAP9	KCNE3	PLSCR1	PREP	TOMM40	IMPA1	MIER1	BMP2K
NDUFAF2	GCNT3	HEPH	ELOVL6	TOX	CD63	ITGA3	IDI1	ETHE1	GSTA1	RACK1	ANXA5	ZFP36L1	TST	BEST4	VILL	TUBA1C	ELOVL6
FBXO33	ISG20	TNFRSF1A	GMNN	FBXO33	ZNRF3	SMIM31	PLS1	LIPH	MALT1	MALT1	ETS2	PDLIM5	PPARG	PARM1	PPARG	GMDS	EPHB3
PPARG	S100A16	OSBPL8	ZFP36L1	TUBA1C	GNA11	ABHD2	IMPDH2	AAK1	NFKBIZ	PROX1	EPHB3	CST3	ALDH1A1	GPA33	MYH14	LINC02086	MTMR11
PRR13	SYNPO	CAPZA1	AP1G1	PLPP1	ALDH1A1	ITGB3BP	SNHG18	SEC31A	SNTB1	NCL	SIVA1	CDK1	TSPAN8	NUDT8	ELOVL6	MUC4	KIAA1324
CNN3	SLPI	CAPN8	GOLPH3	TNNC2	RPS6	SEC31A	HSPE1	KRT20	LDHA	CYBA	MYL12A	CERS6	PARM1	SDCBP2	SELENOW	FAM126B	C15orf48
SNHG18	SLC26A3	ARHGEF40	DEPTOR	KRAS	TSPAN1	CES2	CYBA	AP1G1	CD63	HMGCS2	MUC4	LMNB1	PKIB	PRR5L	ABHD2	PDCD6IP	CDKN2B
GNA11	CLCA4	FAM126B	RYBP	CCSER2	MT1F	VILL	EHD4	VILL	USO1	CDK4	POLD2	NDUFAF2	ANXA5	NAT1	CTNNA1	FRYL	PROX1
PLS1	DHCR24	GOLPH3	GNA11	HMGCS2	ACOX1	ASF1B	PPARG	CTNNA1	MALAT1	IBTK	PPP3CA	HMGCR	MT1F	LIPH	SEC31A	IL6ST	DUSP2
HMGCR	ALDOB	MT1F	CYP3A5	TLE4	IL6ST	SNHG19	VSNL1	NAT1	LMNB1	ARHGEF40	CKLF	AP1G1	NAT1	NBPF14	ADH1C	OSBPL8	ZFP36L2
NXPE4	TSPAN1	NUF2	MED13	AAK1	MYH14	MALAT1	FUT8	STK17A	ECI1	FDPS	LRPPRC	MT1F	NDUFAF2	CD44	NUDT8	SMIM31	LDHA
ADH1C	HDLBP	YME1L1	COBL	IL6ST	ZFP36L1	CD63	YME1L1	HECA	ADH1C	ESF1	MYL12B	HSPE1	PLSCR4	ARHGDIA	CCND2	LRPPRC	VSIG2
NUDT8	TSPAN8	GPA33	ALDH1A1	NFKBIZ	FLNB	FAM114A1	SMIM31	UGCG	MOGAT2	COG3	PTPRO	FUT8	AOC1	ALDH1A1	SNHG18	IDH2	DHX35
AP1G1	GOLPH3	IQGAP3	FAM126B	HMGCR	CNN3	NAP1L1	HMGCS1	CAPN8	CENPK	CRACR2A	GMDS	ARHGEF40	RASSF6	LETM1	CERS6	RAB11FIP1	LUZP2
RCC2	LIPH	POLQ	CST3	RAB11FIP1	EIF3D	HEPH	ITGA3	COX17	CST3	EPS8	PLEKHB1	ARPC2	CCND2	MED13	RYBP	TSC22D2	CBFA2T2
CAPN8	ZC3H12A	IDI1	PLS1	RAB27A	CPEB4	TOP2A	ABLIM1	FAM114A1	TPRKB	SIRT1	SEC61G	COTL1	TINAGL1	GSDMB	RABAC1	ABLIM1	NAT1
FUT8	PLSCR1	ABHD2	TCF7L2	PDZRN3	ARPC2	TSC22D2	MALT1	PAPSS2	TJP3	IDH2	TINAGL1	RAB11FIP1	GSDMB	VSNL1	TSPAN8	ITGB3BP	DLL1
SNTB1	SPPL2A	ZWINT	SNHG18	ARPC2	EPS8	PLSCR1	CRYL1	ECI1	ASRGL1	BUB3	IQGAP2	DEPTOR	GPA33	IDI1	EPS8	SNTB1	SRM
